URL handle,Title,SKU,Option1 name,Option1 value,Tags
red-lobster-dolomite-serving-bowl-14-8-in,"Red Lobster Dolomite Serving Bowl, 14.8 in",26242,Title,Default Title,"Serving Bowl, Multicolor, Dolomita, LANGOSTA, Coastal, Mediterranean, Classic/Heritage, Housewarming, Hostess Gift, Birthday, Serving, Entertaining, Gifting, Fourth of July, Outdoor Living, Weekend Gatherings, The Host's Touch, Dolomite ceramic; 32.1 fl oz (950 mL) capacity, cat:tabletop, cat:new-arrivals"
blue-lobster-shell-tray-in-dolomite,Blue Lobster Shell Tray in Dolomite,26243,Title,Default Title,"Decorative Tray, Multicolor, Dolomita, LANGOSTA, Coastal, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Just Because, Décor & Styling, Gifting, Entertaining, Mother's Day, Wedding Season, The Host's Touch, The Collected Home, A Gift with a Story, Large dolomite shell form with blue lobster artwork; hand wash with a soft sponge and non-abrasive soap, cat:tabletop, cat:new-arrivals, seg:someone-in-mind"
christmas-tree-artificial-marble-cheese-board-knife-set,Christmas Tree Artificial Marble Cheese Board & Knife Set,26263,Title,Default Title,"Cheese Board & Knife Set, White, Marble, Artificial, Stainless steel, Minimalist, Scandinavian, Classic/Heritage, Hostess Gift, Holiday Gift, Housewarming, Serving, Entertaining, Gifting, Christmas, Holiday Traditions, Hostess Gifts, The Art of the Table, Artificial marble board; stainless steel cheese knife included, cat:tabletop, cat:gifts, cat:new-arrivals, seg:season-opener, seg:someone-in-mind, seg:the-full-table"
gaudi-small-cream-sculptural-vase,Gaudi Small Cream Sculptural Vase,26296,Title,Default Title,"Decorative Vase, Cream, Polyresin, GAUDI, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Décor & Styling, Gifting, Entertaining, Wedding Season, The Collected Home, The Host's Touch, A Gift with a Story, 100% polyresin; wipe clean with a damp cloth., cat:decor, cat:new-arrivals"
frutal-porcelain-dinner-plates-set-of-4,"Frutal Porcelain Dinner Plates, Set of 4",26334,Title,Default Title,"Dinner Plate, Multicolor, Porcelain, FRUTAL, Mediterranean, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Wedding Season, Mother's Day, The Sunday Table, Weekend Gatherings, The Art of the Table, Internationally certified lead- and cadmium-free porcelain; complete set of 4 decorative dinner plates, cat:tabletop, cat:gifts, cat:new-arrivals"
fruit-collection-porcelain-salad-plates-7-9-in-set-of-4,"Fruit Collection Porcelain Salad Plates, 7.9 in, Set of 4",26335,Title,Default Title,"Salad Plate, Multicolor, Porcelain, FRUTAL, Classic/Heritage, Organic Modern, Housewarming, Hostess Gift, Birthday, Entertaining, Serving, Gifting, Mother's Day, Easter, Wedding Season, The Sunday Table, Garden Parties, The Art of the Table, Lead-free dinnerware, certified cadmium-free under international standards; four distinct multicolor fruit designs., cat:tabletop, cat:gifts, cat:new-arrivals"
frutal-porcelain-soup-bowl-set-20-3-fl-oz-set-of-4,"Frutal Porcelain Soup Bowl Set, 20.3 fl oz, Set of 4",26336,Title,Default Title,"Soup Bowl, Multicolor, Porcelain, FRUTAL, Classic/Heritage, Organic Modern, Coastal, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Wedding Season, The Sunday Table, The Dinner Party, The Host's Touch, Lead- and cadmium-free porcelain certified to international standards; deep 20.3 fl oz (600 mL) capacity in a set of 4, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:the-full-table"
fruit-collection-porcelain-serving-bowl-large,"Fruit Collection Porcelain Serving Bowl, Large",26337,Title,Default Title,"Serving Bowl, Multicolor, Porcelain, FRUTAL, Organic Modern, Mediterranean, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Serving, Entertaining, Gifting, Thanksgiving, Christmas, Mother's Day, The Sunday Table, Weekend Gatherings, The Art of the Table, Lead- and cadmium-free porcelain., cat:tabletop, cat:new-arrivals, seg:season-opener, seg:the-full-table"
frutal-porcelain-bowls-set-10-1-fl-oz-set-of-2,"Frutal Porcelain Bowls Set, 10.1 fl oz, Set of 2",26338,Title,Default Title,"Bowl, Multicolor, Porcelain, FRUTAL, Organic Modern, Scandinavian, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Everyday Use, Serving, Gifting, Mother's Day, Wedding Season, The Tea Ritual, Weekend Gatherings, A Gift with a Story, Lead- and cadmium-free porcelain; certified to international standards, cat:tabletop, cat:gifts, cat:new-arrivals, seg:someone-in-mind"
botanical-11-inch-porcelain-serving-tray,Botanical 11 Inch Porcelain Serving Tray,26339,Title,Default Title,"Serving Tray, Multicolor, Porcelain, FRUTAL, Organic Modern, Classic/Heritage, Coastal, Housewarming, Hostess Gift, Thank-You, Entertaining, Serving, Décor & Styling, Mother's Day, Thanksgiving, Wedding Season, Weekend Gatherings, The Host's Touch, Everyday Celebrations, Lead- and cadmium-free porcelain; multicolor botanical design with a gold-toned rim, cat:tabletop, cat:new-arrivals"
fruit-motif-porcelain-cups-with-saucers-set-of-4-pairs,"Fruit Motif Porcelain Cups with Saucers, Set of 4 Pairs",26340,Title,Default Title,"Cup & Saucer Set, Multicolor, Porcelain, FRUTAL, Classic/Heritage, Organic Modern, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Entertaining, Gifting, Mother's Day, Christmas, Wedding Season, The Tea Ritual, Slow Mornings, Hostess Gifts, Lead-free and cadmium-free porcelain cups; four matching cup-and-saucer pairs., cat:tabletop, cat:gifts, cat:new-arrivals, seg:someone-in-mind, seg:weeknight-ceremony"
purple-double-wall-thermos-with-straw-11-8-fl-oz,"Purple Double-Wall Thermos with Straw, 11.8 fl oz",26417,Title,Default Title,"Insulated Water Bottle, Purple, Polypropylene, Caucho, Termoplástico, Stainless steel, Minimalist, Scandinavian, Japandi, Thank-You, Hostess Gift, Self-Gift, Everyday Use, Outdoor & Patio, Gifting, Graduation Season, Christmas, Slow Mornings, The Overnight Guest, Outdoor Living, Stainless steel body with polypropylene and thermoplastic rubber parts; built-in straw with carry handle; double-wall construction, cat:outdoor, cat:new-arrivals"
gray-double-wall-insulated-water-bottle-32-1-fl-oz,"Gray Double-Wall Insulated Water Bottle, 32.1 fl oz",26418,Title,Default Title,"Insulated Water Bottle, Gray, Polypropylene, Caucho, Termoplástico, Stainless steel, Organic Modern, Minimalist, Scandinavian, Housewarming, Thank-You, Self-Gift, Everyday Use, Outdoor & Patio, Gifting, Father's Day, Graduation Season, Outdoor Living, The Overnight Guest, The Host's Touch, Double-wall insulated stainless steel; generous 32.1 fl oz capacity, cat:outdoor, cat:new-arrivals"
tarren-large-beige-ceramic-vase-with-handles,Tarren Large Beige Ceramic Vase with Handles,26447,Title,Default Title,"Decorative Vase, Beige, Ceramic, TARREN, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Wedding, Hostess Gift, Décor & Styling, Gifting, Entertaining, Mother's Day, Wedding Season, The Collected Home, The Housewarming, Objects with Stories, Ceramic with sculptural side handles; designed for indoor decorative use., cat:decor, cat:new-arrivals"
tarren-beige-ceramic-vase-with-handles,Tarren Beige Ceramic Vase with Handles,26448,Title,Default Title,"Decorative Vase, Beige, Ceramic, TARREN, Organic Modern, Wabi-Sabi, Japandi, Housewarming, Hostess Gift, Self-Gift, Décor & Styling, Gifting, Entertaining, Wedding Season, The Host's Touch, Objects with Stories, The Collected Home, Textured ceramic vase; compact 6.7 in (17 cm) height for shelves and side tables, cat:decor, cat:new-arrivals"
levi-amber-acrylic-coffee-tumblers-set-of-2,"Levi Amber Acrylic Coffee Tumblers, Set of 2",26461,Title,Default Title,"Tumbler, Brown, Acrylic, Poliestireno, LEVI, Organic Modern, Classic/Heritage, Coastal, Housewarming, Hostess Gift, Just Because, Outdoor & Patio, Bar & Barware, Entertaining, Wedding Season, Fourth of July, Cocktail Hour, Outdoor Living, The Well-Set Bar, Lightweight acrylic and polystyrene; embossed brown finish; set of 2., cat:outdoor, cat:gifts, cat:new-arrivals, seg:season-opener"
levi-brown-acrylic-stemmed-goblets-14-9-fl-oz-set-of-2,"Levi Brown Acrylic Stemmed Goblets, 14.9 fl oz, Set of 2",26462,Title,Default Title,"Acrylic Goblet, Brown, Acrylic, Poliestireno, LEVI, Classic/Heritage, Mediterranean, Coastal, Housewarming, Hostess Gift, Self-Gift, Outdoor & Patio, Cocktail Hour, Entertaining, Fourth of July, Wedding Season, Poolside, Outdoor Living, Acrylic and polystyrene construction; made for cold outdoor drinks., cat:outdoor, cat:gifts, cat:new-arrivals, seg:season-opener"
clear-glass-storage-jar-47-3-fl-oz-1400-ml,"Clear Glass Storage Jar, 47.3 fl oz (1400 mL)",26514,Title,Default Title,"Storage Jar, Clear, Glass, Cal, Sodada, Polietileno, Organic Modern, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Coffee & Tea, Gifting, Wedding Season, The Tea Ritual, The Host's Touch, The Collected Home, Dishwasher-safe; clear 99% soda-lime glass with 1% polyethylene., cat:kitchen, cat:new-arrivals"
clear-glass-storage-container-with-lid-20-9-fl-oz,"Clear Glass Storage Container with Lid, 20.9 fl oz",26515,Title,Default Title,"Food Storage Container, Clear, Glass, Cal, Sodada, Polietileno, Organic Modern, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Just Because, Everyday Use, Coffee & Tea, Gifting, Thanksgiving, Christmas, The Coffee Ritual, The Tea Ritual, The Host's Touch, Dishwasher-safe glass container; 99% soda-lime glass., cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
clear-glass-beverage-dispenser-with-spigot-128-5-fl-oz,"Clear Glass Beverage Dispenser with Spigot, 128.5 fl oz",26516,Title,Default Title,"Beverage Dispenser, Clear, Glass, Cal, Sodada, Metal, Silicna, Polietileno, BASICS, Organic Modern, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Thank-You, Entertaining, Serving, Outdoor & Patio, Fourth of July, Thanksgiving, Wedding Season, Weekend Gatherings, Outdoor Living, The Host's Touch, Dishwasher-safe; clear soda-lime glass; 128.5 fl oz (3, 800 mL) capacity, cat:tabletop, cat:new-arrivals, seg:season-opener, seg:someone-in-mind"
ribbed-glass-soap-dispenser-with-black-pump,Ribbed Glass Soap Dispenser with Black Pump,26520,Title,Default Title,"Soap Dispenser, Clear, Glass, Cal, Sodada, Polietileno, Organic Modern, Minimalist, Scandinavian, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Décor & Styling, Gifting, Wedding Season, The Host's Touch, Open-Door Hospitality, Everyday Beauty, Dishwasher-safe; refillable; ribbed soda-lime glass with a black polyethylene pump., cat:bath, cat:new-arrivals"
natural-water-hyacinth-picture-frame-9-1-x-7-1-in-23-x-18-cm,"Natural Water Hyacinth Picture Frame, 9.1 x 7.1 in (23 x 18 cm)",26534,Title,Default Title,"Picture Frame, Natural, Jacinto, Metal, Madera Contrachapada, Organic Modern, Coastal, Wabi-Sabi, Housewarming, Thank-You, Hostess Gift, Décor & Styling, Gifting, Everyday Use, Christmas, Mother's Day, Wedding Season, Objects with Stories, The Collected Home, The Housewarming, Natural water hyacinth with metal and plywood construction; compact tabletop scale., cat:decor, cat:new-arrivals"
ceramic-salt-pepper-set-with-bamboo-tray-3-piece,"Ceramic Salt & Pepper Set with Bamboo Tray, 3-Piece",26570,Title,Default Title,"Salt & Pepper Shaker Set, White, Ceramic, Bambo, CERAMICA Y MADERA, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Wedding, Everyday Use, Entertaining, Serving, Wedding Season, Christmas, The Sunday Table, The Dinner Party, Everyday Celebrations, Dishwasher-safe; ceramic shakers with bamboo tray; 1.4 fl oz (40 mL) capacity each, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:the-full-table"
white-ceramic-oil-and-vinegar-dispenser-set-8-5-fl-oz,"White Ceramic Oil and Vinegar Dispenser Set, 8.5 fl oz",26571,Title,Default Title,"Oil and Vinegar Dispenser Set, White, Ceramic, Corcho, CERAMICA Y MADERA, Minimalist, Organic Modern, Japandi, Housewarming, Wedding, Hostess Gift, Everyday Use, Serving, Entertaining, Wedding Season, Cooking Together, The Dinner Party, The Art of the Table, Dishwasher-safe ceramic; set of two 8.5 fl oz (250 mL) cruets with cork stoppers, cat:kitchen, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:the-full-table"
large-white-ceramic-storage-canister-with-rubberwood-lid,Large White Ceramic Storage Canister with Rubberwood Lid,26572,Title,Default Title,"Storage Canister, White, Ceramic, Wood, Caucho, CERAMICA Y MADERA, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Coffee & Tea, Gifting, Wedding Season, Mother's Day, Christmas, The Coffee Ritual, The Tea Ritual, The Collected Home, Dishwasher-safe; 80% ceramic with rubberwood lid, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
ceramic-sauce-dishes-with-rubberwood-tray-4-piece-set,"Ceramic Sauce Dishes with Rubberwood Tray, 4-Piece Set",26575,Title,Default Title,"Condiment Bowl Set, White, Ceramic, Wood, Caucho, CERAMICA Y MADERA, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Thank-You, Serving, Entertaining, Gifting, Thanksgiving, Christmas, Wedding Season, Weekend Gatherings, Cocktail Hour, The Host's Touch, Dishwasher-safe ceramic dishes with a rubberwood tray; 4.4 fl oz (130 mL) capacity per bowl., cat:tabletop, cat:gifts, cat:new-arrivals, seg:season-opener"
orly-beige-polyurethane-placemat,Orly Beige Polyurethane Placemat,26578,Title,Default Title,"Placemat, Beige, Poliuretano, Organic Modern, Minimalist, Japandi, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Gifting, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Host's Touch, 100% polyurethane; wipes clean with a soft cloth, cat:tabletop, cat:new-arrivals"
teramo-round-water-hyacinth-placemat,Teramo Round Water Hyacinth Placemat,26579,Title,Default Title,"Placemat, Natural, Jacinto, Wood, Organic Modern, Coastal, Wabi-Sabi, Housewarming, Hostess Gift, Wedding, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, 98% water hyacinth; wipe clean with a soft cloth., cat:tabletop, cat:new-arrivals, seg:the-first-kitchen, seg:the-full-table"
milano-round-woven-paper-placemat-brown-fringe,"Milano Round Woven Paper Placemat, Brown Fringe",26580,Title,Default Title,"Placemat, Brown, Papel, Organic Modern, Japandi, Coastal, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Décor & Styling, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, 100% paper; wipe-clean care with a soft cloth, cat:tabletop, cat:new-arrivals"
ezra-clear-glass-liquor-decanter-set-with-glasses,Ezra Clear Glass Liquor Decanter Set with Glasses,26586,Title,Default Title,"Liquor Decanter Set, Clear, Glass, Soda, Calcio, EZRA, Classic/Heritage, Minimalist, Housewarming, Wedding, Hostess Gift, Bar & Barware, Cocktail Hour, Entertaining, Christmas, New Year, The Nightcap, The Well-Set Bar, Dishwasher-safe; 100% clear soda-lime glass; stoppered 28.7 fl oz (850 mL) decanter with two 10.8 fl oz (320 mL) glasses., cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
ezra-clear-rocks-glasses-set-of-2,"Ezra Clear Rocks Glasses, Set of 2",26587,Title,Default Title,"Rocks Glass, Clear, Glass, Soda, Calcio, EZRA, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Self-Gift, Cocktail Hour, Bar & Barware, Entertaining, Christmas, Father's Day, Wedding Season, The Nightcap, The Well-Set Bar, Dishwasher-safe; 100% soda-lime glass; set of 2, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
8-piece-stainless-steel-nonstick-cookware-set,8-Piece Stainless Steel Nonstick Cookware Set,26588,Title,Default Title,"Cookware Set, Silver, Glass, Stainless steel, OLLAS ACERO INOXIDABLE, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Wedding, Graduation, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Graduation Season, Cooking Together, The Dinner Party, The Housewarming, Nonstick interiors; glass lids for covered cooking, cat:kitchen, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:weeknight-ceremony"
ivory-aluminum-cookware-set-8-piece,"Ivory Aluminum Cookware Set, 8-Piece",26589,Title,Default Title,"Cookware Set, White, Aluminum, Glass, Stainless steel, Organic Modern, Scandinavian, Minimalist, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, Weekend Gatherings, The Housewarming, Nonstick coating; aluminum construction for even cooking; glass lids, cat:kitchen, cat:gifts, cat:new-arrivals, seg:the-first-kitchen, seg:weeknight-ceremony"
natural-wood-bead-garland-with-cotton-tassels,Natural Wood Bead Garland with Cotton Tassels,26590,Title,Default Title,"Decorative Garland, Natural, Wood, Cotton, Organic Modern, Japandi, Coastal, Housewarming, Hostess Gift, Just Because, Décor & Styling, Entertaining, Gifting, Thanksgiving, Christmas, The Collected Home, The Host's Touch, Seasonal Tables, Wood beads with cotton tassels; wipe clean with a soft, dry cloth, cat:decor, cat:new-arrivals"
avesa-stainless-steel-dinner-knives-set-of-4,"Avesa Stainless Steel Dinner Knives, Set of 4",26626,Title,Default Title,"Dinner Knife, Silver, Stainless steel, AVESA, Minimalist, Classic/Heritage, Scandinavian, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Open-Door Hospitality, Dishwasher-safe stainless steel; set of 4., cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen"
avesa-dinner-forks-set-of-4,Avesa Dinner Forks Set of 4,26627,Title,Default Title,"Dinner Fork, Silver, Stainless steel, AVESA, Minimalist, Scandinavian, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Dinner Party, Weekend Gatherings, Everyday Celebrations, Stainless steel; dishwasher-safe with prompt drying recommended., cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:the-full-table"
avesa-stainless-steel-dinner-spoons-set-of-4,"Avesa Stainless Steel Dinner Spoons, Set of 4",26628,Title,Default Title,"Dinner Spoon, Silver, Stainless steel, AVESA, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Just Because, Everyday Use, Entertaining, Dinner Party, Wedding Season, The Sunday Table, Weekend Gatherings, The Dinner Party, Dishwasher-safe stainless steel; set of 4 matching dinner spoons., cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
avesa-stainless-steel-dessert-spoons-set-of-4,"Avesa Stainless Steel Dessert Spoons, Set of 4",26629,Title,Default Title,"Dessert Spoon, Silver, Stainless steel, AVESA, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Hostess Gift, Thank-You, Everyday Use, Coffee & Tea, Entertaining, Christmas, Mother's Day, Wedding Season, The Coffee Ritual, The Tea Ritual, The Host's Touch, Stainless steel; dishwasher-safe with immediate drying., cat:tabletop, cat:gifts, cat:new-arrivals, seg:weeknight-ceremony"
silver-stainless-steel-serving-ladle,Silver Stainless Steel Serving Ladle,26631,Title,Default Title,"Serving Ladle, Silver, Stainless steel, SERVIDORAS PLATEADAS, Classic/Heritage, Minimalist, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Holiday Traditions, Dishwasher safe ladle; polished silver stainless steel., cat:tabletop, cat:new-arrivals, seg:the-first-kitchen, seg:the-full-table"
silver-stainless-steel-pasta-server,Silver Stainless Steel Pasta Server,26632,Title,Default Title,"Pasta Server, Silver, Stainless steel, SERVIDORAS PLATEADAS, Classic/Heritage, Minimalist, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Wedding Season, Cooking Together, The Dinner Party, Recipes Worth Passing Down, Stainless steel construction; dishwasher-safe with prompt drying, cat:tabletop, cat:new-arrivals, seg:the-first-kitchen"
alton-silver-16-piece-stainless-steel-flatware-set,Alton Silver 16-Piece Stainless Steel Flatware Set,26633,Title,Default Title,"Flatware Set, Silver, Stainless steel, ALTON, Minimalist, Scandinavian, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Open-Door Hospitality, Stainless steel; dishwasher-safe., cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-full-table"
abe-silver-stainless-steel-potato-masher,Abe Silver Stainless Steel Potato Masher,26634,Title,Default Title,"Potato Masher, Silver, Stainless steel, ABE, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Christmas, Wedding Season, Cooking Together, The Sunday Table, Dishwasher-safe stainless steel; perforated round plate; compact 8.7 in (22 cm) length., cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
abe-silver-stainless-steel-ladle,Abe Silver Stainless Steel Ladle,26636,Title,Default Title,"Ladle, Silver, Stainless steel, ABE, Minimalist, Classic/Heritage, Scandinavian, Housewarming, Wedding, Hostess Gift, Everyday Use, Serving, Entertaining, Thanksgiving, Christmas, Wedding Season, Cooking Together, The Sunday Table, The Host's Touch, Stainless steel construction; dishwasher safe with immediate drying after washing, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen"
abe-silver-stainless-steel-skimmer-spoon,Abe Silver Stainless Steel Skimmer Spoon,26637,Title,Default Title,"Skimmer Spoon, Silver, Stainless steel, ABE, Minimalist, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Everyday Use, Cooking & Baking, Serving, Thanksgiving, Christmas, Wedding Season, Cooking Together, Weekend Gatherings, The Dinner Party, Stainless steel; dishwasher-safe with immediate drying, cat:kitchen, cat:new-arrivals"
abe-silver-pasta-server-spoon,Abe Silver Pasta Server Spoon,26638,Title,Default Title,"Pasta Server Spoon, Silver, Stainless steel, ABE, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Cooking & Baking, Serving, Entertaining, Wedding Season, Cooking Together, The Sunday Table, Hostess Gifts, Stainless steel; dishwasher-safe with immediate drying., cat:kitchen, cat:new-arrivals"
abe-silver-large-stainless-steel-serving-spoon,Abe Silver Large Stainless Steel Serving Spoon,26640,Title,Default Title,"Serving Spoon, Silver, Stainless steel, ABE, Minimalist, Organic Modern, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Serving, Entertaining, Everyday Use, Thanksgiving, Christmas, Wedding Season, The Dinner Party, Weekend Gatherings, The Host's Touch, Stainless steel; dishwasher-safe when dried immediately, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen, seg:the-full-table"
austin-silver-20-piece-stainless-steel-flatware-set,Austin Silver 20-Piece Stainless Steel Flatware Set,26641,Title,Default Title,"Flatware Set, Silver, Stainless steel, AUSTIN, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, Open-Door Hospitality, Stainless steel; dishwasher-safe with proper care; complete service for four, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen"
porcelain-letter-mug-a,"Porcelain Letter Mug, A",26645,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Organic Modern, Classic/Heritage, Birthday, Thank-You, Self-Gift, Coffee & Tea, Gifting, Everyday Use, Christmas, Mother's Day, Graduation Season, The Coffee Ritual, The Tea Ritual, The Overnight Guest, 100% new bone china; generous 14.5 fl oz (430 mL) capacity; letter A floral design, cat:tabletop, cat:new-arrivals"
porcelain-letter-mug-c,"Porcelain Letter Mug, C",26646,Title,Default Title,"Coffee Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Organic Modern, Coastal, Birthday, Hostess Gift, Just Because, Everyday Use, Coffee & Tea, Gifting, Christmas, The Coffee Ritual, The Tea Ritual, Breakfast in Bed, 100% new bone china; letter C floral design; 14.5 fl oz (430 mL) capacity, cat:tabletop, cat:new-arrivals"
porcelain-letter-mug-f-26648,"Porcelain Letter Mug, F",26648,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Organic Modern, Wabi-Sabi, Birthday, Thank-You, Hostess Gift, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, Wedding Season, The Coffee Ritual, The Tea Ritual, A Gift with a Story, New bone china; personalized Letter F design; 14.5 fl oz (430 mL) capacity, cat:tabletop, cat:new-arrivals, seg:someone-in-mind"
porcelain-letter-mug-l-26649,"Porcelain Letter Mug, L",26649,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Organic Modern, Birthday, Thank-You, Hostess Gift, Coffee & Tea, Gifting, Everyday Use, Mother's Day, Christmas, Graduation Season, The Coffee Ritual, The Tea Ritual, A Gift with a Story, 100% new bone china; Letter L floral design; generous 14.5 fl oz (430 mL) capacity, cat:tabletop, cat:new-arrivals"
porcelain-letter-mug-d-26650,"Porcelain Letter Mug, D",26650,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Organic Modern, Birthday, Thank-You, Just Because, Coffee & Tea, Everyday Use, Gifting, Mother's Day, Christmas, The Coffee Ritual, The Tea Ritual, A Gift with a Story, 14.5 fl oz capacity; 100% new bone china porcelain; personalized letter D floral design, cat:tabletop, cat:new-arrivals"
habitat-e-floral-porcelain-mug-14-5-fl-oz-430-ml,"Habitat E Floral Porcelain Mug, 14.5 fl oz (430 mL)",26651,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Mediterranean, Organic Modern, Birthday, Thank-You, Hostess Gift, Everyday Use, Coffee & Tea, Gifting, Christmas, Mother's Day, The Coffee Ritual, The Tea Ritual, Breakfast in Bed, 100% new bone china; 14.5 fl oz (430 mL) capacity; decorative letter E design, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
habitat-j-14-5-oz-new-bone-china-floral-mug,Habitat J 14.5 oz New Bone China Floral Mug,26652,Title,Default Title,"Coffee Mug, Multicolor, Porcelain, New Bone China, HABITAT, Organic Modern, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Just Because, Coffee & Tea, Everyday Use, Gifting, Mother's Day, The Coffee Ritual, The Tea Ritual, Breakfast in Bed, 14.5 fl oz (430 mL) capacity; 100% new bone china porcelain, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
habitat-k-floral-new-bone-china-mug-14-5-oz,"Habitat K Floral New Bone China Mug, 14.5 oz",26653,Title,Default Title,"Mug, Multicolor, Porcelain, New Bone China, HABITAT, Classic/Heritage, Organic Modern, Coastal, Birthday, Thank-You, Just Because, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Christmas, Valentine's Day, Slow Mornings, The Coffee Ritual, The Tea Ritual, Generous 14.5 fl oz (430 mL) capacity; new bone china with a personalized K monogram., cat:tabletop, cat:new-arrivals"
