URL handle,Title,Tags,Status
gray-silicone-mold-4-round-ice-cubes,"Gray Silicone Mold, 4 Round Ice Cubes","100% silicone, Bar & Barware, cat:bar-glassware, cat:new-arrivals, Christmas, Cocktail Hour, Entertaining, Father's Day, freezer-safe, Gray, Hostess Gift, Housewarming, Ice Mold, Japandi, Minimalist, New Year, Organic Modern, seg:season-opener, Self-Gift, Silicone, The Nightcap, The Well-Set Bar, kit:eligible",Active
gray-silicone-pasta-spoon,Gray Silicone Pasta Spoon,"cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Gray, Heat-resistant silicone; dishwasher-safe; safe for nonstick cookware., Hostess Gift, Hostess Gifts, Housewarming, Japandi, Minimalist, Mother's Day, Pasta Spoon, Scandinavian, Self-Gift, SILICONA GRIS, Silicone, The Sunday Table, Wedding Season, kit:eligible",Active
gray-silicone-pastry-brush-for-nonstick-cookware,Gray Silicone Pastry Brush for Nonstick Cookware,"cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Dishwasher-safe; safe for nonstick cookware; heat-resistant silicone, Everyday Use, Gifting, Gray, Hostess Gift, Housewarming, Minimalist, Organic Modern, Pastry Brush, Scandinavian, Self-Gift, SILICONA GRIS, Silicone, Thanksgiving, The Sunday Table, Wedding Season, Weekend Brunch, kit:eligible",Active
gray-silicone-reusable-piping-bag,Gray Silicone Reusable Piping Bag,"cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Gifting, Gray, Hostess Gift, Housewarming, Minimalist, Mother's Day, Organic Modern, Piping Bag, Polypropylene, Recipes Worth Passing Down, Reusable silicone; 13.5 fl oz (400 mL) capacity; easy hand-wash care, Scandinavian, Self-Gift, SILICONA GRIS, Silicone, Special Occasion, The Thoughtful Thank-You, Wedding Season, kit:eligible",Active
gray-silicone-safari-animal-mold,Gray Silicone Safari Animal Mold,"Birthday, Birthdays, cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Dishwasher-safe; heat-resistant silicone, Everyday Celebrations, Everyday Use, Gifting, Gray, Just Because, Minimalist, Organic Modern, Scandinavian, Self-Gift, Silicone, Silicone Mold, kit:eligible",Active
gray-silicone-sink-mat-splash-guard,Gray Silicone Sink Mat Splash Guard,"cat:kitchen, cat:new-arrivals, Cooking Together, Entertaining, Everyday Use, Gifting, Gray, Hostess Gift, Housewarming, Just Because, Minimalist, Open-Door Hospitality, Organic Modern, Scandinavian, Silicone, Silicone; perforated drainage, Sink Mat, Weekend Gatherings, kit:eligible",Active
gray-silicone-sink-strainer,Gray Silicone Sink Strainer,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Flexible silicone; stainless steel center post and perforated basket, Gifting, Gray, Hostess Gift, Housewarming, Minimalist, Open-Door Hospitality, Organic Modern, Scandinavian, Self-Gift, Silicone, Sink Drain Strainer, Stainless steel, The Host's Touch, kit:eligible",Active
gray-silicone-slotted-turner-spatula,Gray Silicone Slotted Turner Spatula,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dishwasher-safe; heat-resistant from -22°F to 428°F (-30°C to 220°C), Everyday Use, Gifting, Gray, Hostess Gift, Hostess Gifts, Housewarming, Metal, Minimalist, Mother's Day, Organic Modern, Scandinavian, Self-Gift, SILICONA GRIS, Silicone, Slotted Spatula, The Sunday Table, Wedding Season, kit:eligible",Active
gray-silicone-spatula-for-nonstick-cookware,Gray Silicone Spatula for Nonstick Cookware,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dishwasher-safe silicone; safe for nonstick cookware; heat-resistant., Everyday Use, Father's Day, Gifting, Gray, Hostess Gift, Housewarming, Minimalist, Mother's Day, Open-Door Hospitality, Organic Modern, Scandinavian, SILICONA GRIS, Silicone, Silicone Spatula, Thank-You, The Sunday Table, Wedding Season, kit:eligible",Active
gray-silicone-spatula-tongs-with-stainless-steel-frame,Gray Silicone Spatula Tongs with Stainless Steel Frame,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gray, Hostess Gift, Housewarming, Minimalist, Organic Modern, Scandinavian, seg:first-dinner-party, Self-Gift, Serving, SILICONA GRIS, Silicone, Silicone contact surfaces; stainless steel frame; slotted spatula heads, Spatula Tongs, Stainless steel, The Dinner Party, Wedding Season, Weekend Brunch, kit:eligible",Active
gray-silicone-spatula-with-acacia-handle,Gray Silicone Spatula with Acacia Handle,"Acacia, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Graduation Season, Gray, Heat-resistant silicone; dishwasher-safe; acacia wood handle, Hostess Gift, Housewarming, Japandi, Minimalist, Mother's Day, Organic Modern, Self-Gift, SILICONA ACACIA, Silicone, Silicone Spatula, The Host's Touch, The Sunday Table, Wedding Season, kit:eligible",Active
gray-silicone-splatter-guard-12-2-in-pan-cover,"Gray Silicone Splatter Guard, 12.2 in Pan Cover","cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dishwasher-safe, Everyday Use, Gifting, Gray, heat-resistant silicone, Hostess Gift, Housewarming, Minimalist, Organic Modern, Scandinavian, Self-Gift, Silicone, Splatter Guard, The Host's Touch, The Sunday Table, Wedding Season, kit:eligible",Active
gray-silicone-spoon-rest-for-stove,Gray Silicone Spoon Rest for Stove,"cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Gray, Heat-resistant silicone; dishwasher-safe cleanup., Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Organic Modern, Scandinavian, Self-Gift, SILICONA GRIS, Silicone, Spoon Rest, The Sunday Table, kit:eligible",Active
gray-silicone-spoon-with-acacia-wood-handle,Gray Silicone Spoon with Acacia Wood Handle,"Acacia, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Spoon, Cooking Together, Dishwasher-safe; heat-resistant silicone head., Everyday Use, Gray, Hostess Gift, Housewarming, Japandi, Minimalist, Organic Modern, Self-Gift, Serving, SILICONA ACACIA, Silicone, The Host's Touch, The Sunday Table, Wedding Season, kit:eligible",Active
gray-silicone-stainless-steel-kitchen-tongs,Gray Silicone & Stainless Steel Kitchen Tongs,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Dishwasher-safe; heat-resistant silicone tips., Everyday Use, Gray, Hostess Gift, Housewarming, Kitchen Tongs, Minimalist, Organic Modern, Scandinavian, Self-Gift, Serving, Silicone, Stainless steel, The Host's Touch, Wedding Season, Weekend Gatherings, kit:eligible",Active
gray-silicone-whisk-for-nonstick-cookware,Gray Silicone Whisk for Nonstick Cookware,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Graduation Season, Gray, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Nailon, Organic Modern, Scandinavian, Self-Gift, SILICONA GRIS, Silicone, Silicone and nylon construction; made for gentler contact with coated and nonstick cookware., The Sunday Table, Wedding Season, Whisk, kit:eligible",Active
gray-silicone-whisk-with-acacia-handle,Gray Silicone Whisk with Acacia Handle,"Acacia, Balloon Whisk, cat:kitchen, cat:new-arrivals, Christmas, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Gray, Hostess Gift, Housewarming, Japandi, Minimalist, Organic Modern, seg:weeknight-ceremony, Self-Gift, SILICONA ACACIA, Silicone, Silicone-coated wires protect cookware; dishwasher-safe; acacia wood handle., Slow Mornings, Thanksgiving, The Host's Touch, kit:eligible",Active
gray-square-silicone-trivet,Gray Square Silicone Trivet,"cat:new-arrivals, cat:tabletop, Christmas, Cooking & Baking, Cooking Together, Everyday Use, Gray, Heat-resistant silicone; dishwasher-safe; flexible silicone pot holder function, Hostess Gift, Housewarming, Minimalist, Organic Modern, Scandinavian, seg:first-dinner-party, seg:the-full-table, Self-Gift, Serving, Silicone, Thanksgiving, The Dinner Party, The Host's Touch, Trivet, Wedding Season, kit:eligible",Active
gray-stainless-steel-kitchen-prep-tool-set-3-piece,"Gray Stainless Steel Kitchen Prep Tool Set, 3-Piece","cat:gifts, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Graduation, Graduation Season, Gray, Housewarming, Kitchen Prep Tool Set, Minimalist, Organic Modern, Plastic, Scandinavian, seg:first-dinner-party, seg:weeknight-ceremony, Self-Gift, Stainless steel, Stainless steel cutting edges; compact 3-piece prep set, The Housewarming, The Thoughtful Thank-You, Wedding Season, kit:eligible",Active
gray-two-compartment-lunch-box,Gray Two-Compartment Lunch Box,"cat:kitchen, cat:new-arrivals, Coffee & Tea, Cooking Together, Everyday Celebrations, Everyday Use, Gifting, Graduation Season, Gray, Just Because, Lunch Box, Microwave-safe; dishwasher-safe on the top rack., Minimalist, Organic Modern, Polypropylene, RECIPIENTES DIVISION, Scandinavian, Self-Gift, Silicone, Thank-You, The Thoughtful Thank-You, kit:eligible",Active
gray-white-ceramic-cabinet-knobs-set-of-2,"Gray White Ceramic Cabinet Knobs, Set of 2","Cabinet Knob, cat:decor, cat:gifts, cat:new-arrivals, Ceramic, Ceramic and metal construction; matched set of 2, Classic/Heritage, Décor & Styling, Everyday Use, Gifting, Gray, Hostess Gift, Housewarming, Just Because, Metal, Organic Modern, seg:first-dinner-party, The Collected Home, The Host's Touch, The Housewarming, Wabi-Sabi, Wedding Season, White, kit:eligible",Active
gray-zebra-acrylic-tumblers-15-6-fl-oz-set-of-2,"Gray Zebra Acrylic Tumblers, 15.6 fl oz, Set of 2","Acrylic Tumbler, Bar & Barware, Break-resistant acrylic; set of 2 with generous 15.6 fl oz (460 mL) capacity, cat:gifts, cat:new-arrivals, cat:outdoor, Coastal, Entertaining, Fourth of July, Gray, Hostess Gift, Housewarming, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Poolside, seg:first-dinner-party, seg:season-opener, Self-Gift, Weekend Gatherings, ZEBRA, kit:eligible",Active
green-aluminum-lemon-squeezer,Green Aluminum Lemon Squeezer,"Aluminum, Aluminum construction; easy hand-wash care, Bar & Barware, cat:kitchen, cat:new-arrivals, Christmas, Cocktail Hour, Cooking & Baking, Cooking Together, Green, Hostess Gift, Housewarming, Lemon Squeezer, Minimalist, Organic Modern, seg:season-opener, Self-Gift, Thanksgiving, The Well-Set Bar, kit:eligible",Active
green-and-red-glass-taper-candle-holder-11-0-in,"Green and Red Glass Taper Candle Holder, 11.0 in","100% soda-lime glass; damp-wipe care with mild soap, Candlelit Dinners, cat:decor, cat:new-arrivals, Christmas, Classic/Heritage, Décor & Styling, Entertaining, Gifting, Glass, Green, Holiday Gift, Holiday Traditions, Hostess Gift, Housewarming, NOCHE BUENA SNOW, Organic Modern, seg:someone-in-mind, Sodalime, Taper Candle Holder, The Art of the Table, kit:eligible",Active
green-ceramic-coasters-set-of-4,Green Ceramic Coasters Set of 4,"100% ceramic; dishwasher- and microwave-safe; set of 4., cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Coastal, Coaster, Cocktail Hour, Coffee & Tea, Entertaining, Everyday Use, Green, Hostess Gift, Housewarming, HUERTO VERDE, Organic Modern, seg:someone-in-mind, Thank-You, The Host's Touch, The Tea Ritual, Wabi-Sabi, Wedding Season, kit:eligible",Active
green-ceramic-leaf-serving-tray-13-9-in,"Green Ceramic Leaf Serving Tray, 13.9 in","cat:new-arrivals, cat:tabletop, Ceramic, Christmas, Coastal, Décor & Styling, Entertaining, Green, HOJALIA, Hostess Gift, Hostess Gifts, Housewarming, Microwave- and dishwasher-safe ceramic; not for oven use., Organic Modern, seg:the-full-table, Serving, Serving Tray, Thank-You, Thanksgiving, The Art of the Table, The Dinner Party, Wabi-Sabi, Wedding Season, kit:eligible",Active
green-ceramic-serving-pitcher,Green Ceramic Serving Pitcher,"100% ceramic; large 72.2 fl oz (2, 135 mL) capacity; green-and-white leaf relief, cat:new-arrivals, cat:tabletop, Ceramic, Entertaining, Gifting, Green, Hostess Gift, Housewarming, HUERTO VERDE, Mediterranean, Mother's Day, Organic Modern, seg:the-first-kitchen, Serving, Serving Pitcher, Thanksgiving, The Host's Touch, The Sunday Table, Wabi-Sabi, Wedding, Wedding Season, Weekend Brunch, kit:eligible",Active
green-ceramic-two-section-divided-serving-bowl,Green Ceramic Two-Section Divided Serving Bowl,"cat:new-arrivals, cat:tabletop, Ceramic, Christmas, Cocktail Hour, Dishwasher-safe and microwave-safe; 100% ceramic., Divided Serving Bowl, Entertaining, Gifting, Green, HOJALIA, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Organic Modern, seg:someone-in-mind, seg:the-full-table, Serving, Thank-You, Thanksgiving, The Dinner Party, Wabi-Sabi, Wedding Season, kit:eligible",Active
green-dot-glass-ornament-3-9-in,"Green Dot Glass Ornament, 3.9 in","A Gift with a Story, cat:decor, cat:new-arrivals, Christmas, Classic/Heritage, Décor & Styling, Gifting, Glass, Glass construction; dotted green surface; metal cap with hanging cord, Glass Ornament, Green, Holiday Gift, Holiday Traditions, Hostess Gift, Just Because, Metal, Minimalist, Organic Modern, seg:someone-in-mind, Special Occasion, The Collected Home, kit:eligible",Active
green-double-wall-stainless-steel-tumbler-10-8-fl-oz,"Green Double-Wall Stainless Steel Tumbler, 10.8 fl oz","As, cat:new-arrivals, cat:outdoor, Coffee & Tea, Double-wall stainless steel; AS plastic lid with silicone component., Everyday Use, Father's Day, Fourth of July, Green, Hostess Gift, Hostess Gifts, Insulated Tumbler, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Plastic, Scandinavian, Self-Gift, Silicone, Stainless steel, Thank-You, The Coffee Ritual, kit:eligible",Active
green-fringed-cotton-cloth-napkins-set-of-2,"Green Fringed Cotton Cloth Napkins, Set of 2","100% cotton; reusable; fringed edges; washable at up to 104°F (40°C), cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Cloth Napkin, Cotton, Entertaining, Everyday Use, Gifting, Green, Hostess Gift, Housewarming, Japandi, Just Because, Minimalist, Organic Modern, Thanksgiving, The Host's Touch, The Sunday Table, Wedding Season, Weekend Gatherings, kit:eligible",Active
green-garden-ceramic-bowl-set-7-in-set-of-4,"Green Garden Ceramic Bowl Set, 7 in, Set of 4","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Ceramic Bowl, Classic/Heritage, Entertaining, Everyday Use, Green, Hostess Gift, Housewarming, HUERTO VERDE, Microwave-safe; dishwasher-safe; 100% ceramic, Mother's Day, Organic Modern, seg:season-opener, seg:the-first-kitchen, seg:the-full-table, Serving, Thanksgiving, The Art of the Table, The Sunday Table, Wabi-Sabi, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
green-garden-ceramic-cheese-dome-6-9-in,"Green Garden Ceramic Cheese Dome, 6.9 in","100% ceramic; microwave- and dishwasher-safe., cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Cheese Dome, Classic/Heritage, Cocktail Hour, Entertaining, Gifting, Green, Hostess Gift, Housewarming, HUERTO VERDE, Organic Modern, seg:season-opener, Serving, The Host's Touch, Wabi-Sabi, Wedding, Wedding Season, Wine Night, kit:eligible",Active
green-garden-ceramic-cup-saucer-set-7-4-fl-oz-set-of-2,"Green Garden Ceramic Cup & Saucer Set, 7.4 fl oz, Set of 2","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Christmas, Classic/Heritage, Coffee & Tea, Cup & Saucer Set, Entertaining, Gifting, Green, Hostess Gift, Housewarming, HUERTO VERDE, Japandi, Microwave-safe; dishwasher-safe, Mother's Day, Organic Modern, seg:someone-in-mind, seg:weeknight-ceremony, Thank-You, The Coffee Ritual, The Host's Touch, The Tea Ritual, Wedding Season, kit:eligible",Active
green-garden-ceramic-leaf-serving-tray,Green Garden Ceramic Leaf Serving Tray,"cat:new-arrivals, cat:tabletop, Ceramic, Classic/Heritage, Coastal, Easter, Entertaining, Gifting, Green, Hostess Gift, Housewarming, HUERTO VERDE, Microwave- and dishwasher-safe; 100% ceramic., Mother's Day, Organic Modern, seg:season-opener, Serving, Serving Tray, Thank-You, Thanksgiving, The Dinner Party, The Host's Touch, Weekend Gatherings, kit:eligible",Active
green-garden-ceramic-mini-bowl-3-1-in,"Green Garden Ceramic Mini Bowl, 3.1 in","100% ceramic, cat:new-arrivals, cat:tabletop, Ceramic, Cooking Together, dishwasher-safe, Everyday Use, Gifting, Green, Hostess Gift, Housewarming, HUERTO VERDE, Japandi, Just Because, Microwave-safe, Mini Bowl, Organic Modern, Serving, Thanksgiving, The Dinner Party, The Host's Touch, Wabi-Sabi, Wedding Season, kit:eligible",Active
green-garden-ceramic-salad-plates-set-of-4,"Green Garden Ceramic Salad Plates, Set of 4","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Coastal, Easter, Entertaining, Everyday Use, Garden Parties, Green, Hostess Gift, Housewarming, HUERTO VERDE, Microwave- and dishwasher-safe; 100% ceramic., Mother's Day, Organic Modern, Salad Plate, seg:the-first-kitchen, Serving, Thanksgiving, The Art of the Table, The Sunday Table, Wabi-Sabi, Wedding, kit:eligible",Active
green-garden-ceramic-serving-bowl,Green Garden Ceramic Serving Bowl,"cat:new-arrivals, cat:tabletop, Ceramic, Classic/Heritage, Easter, Entertaining, Garden Parties, Gifting, Green, Hostess Gift, Housewarming, HUERTO VERDE, Mediterranean, Microwave-safe and dishwasher-safe; 100% ceramic., Mother's Day, Organic Modern, Serving, Serving Bowl, Thanksgiving, The Art of the Table, The Sunday Table, Wedding, kit:eligible",Active
green-glass-artichoke-christmas-ornament,Green Glass Artichoke Christmas Ornament,"95% glass with 5% metal; metal hanging loop; dry-cloth care, A Gift with a Story, cat:decor, cat:new-arrivals, Christmas, Christmas Ornament, Classic/Heritage, Décor & Styling, Gifting, Glass, Green, Holiday Gift, Holiday Traditions, Hostess Gift, Metal, Minimalist, Objects with Stories, Organic Modern, seg:someone-in-mind, Special Occasion, Thank-You, kit:eligible",Active
green-leaf-acrylic-outdoor-tumbler-13-9-oz,"Green Leaf Acrylic Outdoor Tumbler, 13.9 oz","Acrylic, Acrylic Tumbler, cat:new-arrivals, cat:outdoor, Coastal, Entertaining, Everyday Use, Fourth of July, Green, Hostess Gift, Housewarming, Just Because, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Poolside, Shatter-resistant 100% acrylic; top-rack dishwasher-safe, Weekend Gatherings, kit:eligible",Active
green-leaf-ceramic-pinch-bowl-2-4-fl-oz,"Green Leaf Ceramic Pinch Bowl, 2.4 fl oz","cat:new-arrivals, cat:tabletop, Ceramic, Ceramic; microwave- and dishwasher-safe., Condiment Bowl, Entertaining, Everyday Beauty, Everyday Use, Green, HOJALIA, Hostess Gift, Housewarming, Japandi, Just Because, Organic Modern, Serving, The Art of the Table, The Host's Touch, Wabi-Sabi, Wedding Season, kit:eligible",Active
green-moss-mushroom-ornaments-set-of-4,"Green Moss Mushroom Ornaments, Set of 4","and foam construction; dry-cloth care., cat:decor, cat:gifts, cat:new-arrivals, Christmas, Décor & Styling, Espuma, Gifting, Hanging Ornament, Holiday Gift, Holiday Traditions, Hostess Gift, Housewarming, Musgo, Natural, Organic Modern, Papel, paper, Scandinavian, Seasonal Tables, seg:someone-in-mind, Set of 4; moss, Special Occasion, Thanksgiving, The Host's Touch, Wabi-Sabi, kit:eligible",Active
green-pine-cone-glass-ornament-3-9-in,"Green Pine Cone Glass Ornament, 3.9 in","95% glass with metal cap; dry-cloth care; raised molded texture, cat:decor, cat:new-arrivals, Christmas, Christmas Ornament, Classic/Heritage, Décor & Styling, Gifting, Glass, Green, Holiday Gift, Holiday Traditions, Hostess Gift, Hostess Gifts, Housewarming, Metal, Organic Modern, seg:someone-in-mind, Special Occasion, The Host's Touch, Wabi-Sabi, kit:eligible",Active
green-pineapple-glass-dinner-plate-10-2-in-26-cm,"Green Pineapple Glass Dinner Plate, 10.2 in (26 cm)","Birthday, cat:new-arrivals, cat:tabletop, Coastal, Dinner Plate, Dishwasher-safe soda-lime glass, Entertaining, Everyday Use, Glass, Hostess Gift, Housewarming, Mediterranean, Multicolor, Organic Modern, PINAS VERDE, Serving, Soda-lime, The Art of the Table, The Dinner Party, Wedding Season, Weekend Gatherings, kit:eligible",Active
green-pineapples-glass-side-plate-8-1-in-20-5-cm,"Green Pineapples Glass Side Plate, 8.1 in (20.5 cm)","cat:new-arrivals, cat:tabletop, Classic/Heritage, Coastal, Dishwasher-safe; 100% soda-lime glass, Entertaining, Everyday Use, Glass, Hostess Gift, Housewarming, Mother's Day, Multicolor, Organic Modern, PINAS VERDE, Serving, Side Plate, Soda-lime, Thank-You, The Dinner Party, The Host's Touch, Wedding Season, Weekend Brunch, kit:eligible",Active
green-silicone-popsicle-mold-with-reusable-sticks,Green Silicone Popsicle Mold with Reusable Sticks,"BASICS, cat:kitchen, cat:new-arrivals, Entertaining, Everyday Use, Flexible silicone release; reusable polypropylene sticks, Fourth of July, Gifting, Green, Hostess Gift, Housewarming, Ice Pop Mold, Minimalist, Organic Modern, Polypropylene, Poolside, Self-Gift, Silicone, Summer Entertaining, The Backyard BBQ, kit:eligible",Active
green-tree-glass-candle-holder-large,"Green Tree Glass Candle Holder, Large","100% soda-lime glass; indoor decorative use; hand wash recommended, Candle Holder, Candlelit Dinners, cat:decor, cat:new-arrivals, Christmas, Décor & Styling, Entertaining, Gifting, Glass, Green, Holiday Gift, Hostess Gift, Housewarming, Lime, Organic Modern, Scandinavian, Slow Evenings, Soda, Thanksgiving, The Host's Touch, Wabi-Sabi, kit:eligible",Active
green-tree-napkin-rings-set-of-4,"Green Tree Napkin Rings, Set of 4","Aleacion, cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Dinner Party, Décor & Styling, Entertaining, Green, Holiday Gift, Holiday Traditions, Hostess Gift, Housewarming, Minimalist, Napkin Ring, Organic Modern, seg:the-full-table, Thanksgiving, The Art of the Table, The Sunday Table, Zinc, Zinc alloy construction; set of 4 for coordinated place settings, kit:eligible",Active
green-vegetable-peeler-with-stainless-steel-blade,Green Vegetable Peeler with Stainless Steel Blade,"BASICS, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Green, Hostess Gift, Housewarming, Minimalist, Polypropylene, Recipes Worth Passing Down, Scandinavian, Self-Gift, Stainless steel, Stainless steel blade; lightweight polypropylene handle, The Housewarming, Vegetable Peeler, kit:eligible",Active
green-white-leaf-ceramic-vase,Green & White Leaf Ceramic Vase,"100% ceramic; raised leaf texture, cat:decor, cat:new-arrivals, Ceramic, Ceramic Vase, Décor & Styling, Flowers on the Table, Gifting, Green, Hostess Gift, Hostess Gifts, Housewarming, HUERTO VERDE, Mediterranean, Mother's Day, Organic Modern, Special Occasion, Thank-You, The Housewarming, Wabi-Sabi, Wedding Season, kit:eligible",Active
habitat-e-floral-porcelain-mug-14-5-fl-oz-430-ml,"Habitat E Floral Porcelain Mug, 14.5 fl oz (430 mL)","100% new bone china; 14.5 fl oz (430 mL) capacity; decorative letter E design, Birthday, Breakfast in Bed, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coffee & Tea, Everyday Use, Gifting, HABITAT, Hostess Gift, Mediterranean, Mother's Day, Mug, Multicolor, New Bone China, Organic Modern, Porcelain, seg:weeknight-ceremony, Thank-You, The Coffee Ritual, The Tea Ritual, kit:eligible",Active
habitat-j-14-5-oz-new-bone-china-floral-mug,Habitat J 14.5 oz New Bone China Floral Mug,"14.5 fl oz (430 mL) capacity; 100% new bone china porcelain, Breakfast in Bed, cat:new-arrivals, cat:tabletop, Classic/Heritage, Coffee & Tea, Coffee Mug, Everyday Use, Gifting, HABITAT, Hostess Gift, Housewarming, Just Because, Minimalist, Mother's Day, Multicolor, New Bone China, Organic Modern, Porcelain, seg:weeknight-ceremony, The Coffee Ritual, The Tea Ritual, kit:eligible",Active
habitat-k-floral-new-bone-china-mug-14-5-oz,"Habitat K Floral New Bone China Mug, 14.5 oz","Birthday, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coastal, Coffee & Tea, Everyday Use, Generous 14.5 fl oz (430 mL) capacity; new bone china with a personalized K monogram., Gifting, HABITAT, Just Because, Mother's Day, Mug, Multicolor, New Bone China, Organic Modern, Porcelain, Slow Mornings, Thank-You, The Coffee Ritual, The Tea Ritual, Valentine's Day, kit:eligible",Active
habitat-n-floral-porcelain-mug,Habitat N Floral Porcelain Mug,"Birthday, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coffee & Tea, Everyday Use, Gifting, HABITAT, Hostess Gift, Hostess Gifts, Mediterranean, Mother's Day, Mug, Multicolor, Multicolor floral N monogram; 100% new bone china, New Bone China, Organic Modern, Porcelain, seg:someone-in-mind, Thank-You, The Coffee Ritual, The Tea Ritual, kit:eligible",Active
habitat-p-floral-porcelain-monogram-mug,Habitat P Floral Porcelain Monogram Mug,"100% new bone china; personalized P monogram; 14.5 fl oz (430 mL) capacity, A Gift with a Story, Birthday, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coastal, Coffee & Tea, Everyday Use, Gifting, HABITAT, Hostess Gift, Mother's Day, Mug, Multicolor, New Bone China, Porcelain, seg:someone-in-mind, Thank-You, The Coffee Ritual, The Tea Ritual, kit:eligible",Active
habitat-s-multicolor-floral-porcelain-mug,Habitat S Multicolor Floral Porcelain Mug,"100% new bone china mug; generous 14.5 fl oz (430 mL) capacity, Breakfast in Bed, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coffee & Tea, Coffee Mug, Everyday Use, Gifting, HABITAT, Hostess Gift, Housewarming, Mother's Day, Multicolor, New Bone China, Organic Modern, Porcelain, seg:weeknight-ceremony, Self-Gift, The Coffee Ritual, The Tea Ritual, kit:eligible",Active
hanna-white-porcelain-salt-pepper-set,Hanna White Porcelain Salt & Pepper Set,"and oven-safe up to 356°F (180°C)., cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Entertaining, Everyday Celebrations, Everyday Use, HANNA, Hostess Gift, Hostess Gifts, Housewarming, Japandi, microwave-, Minimalist, Porcelain, Salt & Pepper Shaker Set, Scandinavian, seg:the-first-kitchen, Serving, Thanksgiving, The Sunday Table, Wedding, Wedding Season, White, White porcelain; dishwasher-, kit:eligible",Active
heart-shaped-carbon-steel-nonstick-egg-pan,Heart Shaped Carbon Steel Nonstick Egg Pan,"Al, Baquelita, Breakfast in Bed, Carbono, cat:kitchen, cat:new-arrivals, Classic/Heritage, Cooking & Baking, Everyday Use, Gifting, Gray, Hostess Gift, Housewarming, Just Because, Mini Frying Pan, Minimalist, Mother's Day, seg:weeknight-ceremony, Slow Mornings, Steel, Teflon nonstick coating; carbon steel pan with Bakelite handle, Valentine's Day, kit:eligible",Active
hera-white-porcelain-serving-bowl,Hera White Porcelain Serving Bowl,"and oven safe to 356°F (180°C) in white porcelain., cat:new-arrivals, cat:tabletop, Christmas, Dinner Party, dishwasher safe, Entertaining, HERA, Hostess Gift, Housewarming, Microwave safe, Minimalist, Organic Modern, Porcelain, Serving, Serving Bowl, Thanksgiving, The Dinner Party, The Sunday Table, Wabi-Sabi, Wedding, Wedding Season, Weekend Gatherings, White, kit:eligible",Active
herb-keeper-for-fresh-herb-storage,Herb Keeper for Fresh Herb Storage,"cat:kitchen, cat:new-arrivals, Clear, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Herb Keeper, Hostess Gift, Housewarming, Keeps herbs fresh for up to 3 weeks; clear upright storage protects delicate leafy bunches, Minimalist, Mother's Day, Open-Door Hospitality, Organic Modern, Plastic, Scandinavian, Thank-You, Thanksgiving, The Sunday Table, White, kit:eligible",Active
